feature,importance_mean,importance_std
home_tag_accurate,-4.32065681392757e-05,8.64131362785514e-05
diff_tag_accurate,-4.32065681392757e-05,8.64131362785514e-05
home_subevent_launch,-4.32065681392757e-05,8.64131362785514e-05
away_starting_rank_missing_share,-4.32065681392757e-05,8.64131362785514e-05
diff_duels_neutral,-4.32065681392757e-05,8.64131362785514e-05
away_avg_weight,-4.32065681392757e-05,8.64131362785514e-05
away_subevent_touch,-4.32065681392757e-05,8.64131362785514e-05
away_mean_end_y,-4.32065681392757e-05,8.64131362785514e-05
diff_subevent_free_kick_cross,-8.64131362785514e-05,0.0001058340454780183
away_tag_duel_lost,-8.64131362785514e-05,0.0001058340454780183
home_event_pass,-8.64131362785514e-05,0.0001058340454780183
away_event_save_attempt,-8.64131362785514e-05,0.0001058340454780183
diff_mean_end_x,-8.64131362785514e-05,0.0001058340454780183
diff_progressive_pass_rate,-8.64131362785514e-05,0.0001058340454780183
away_duels,-8.64131362785514e-05,0.0001058340454780183
away_box_entry_rate,-8.64131362785514e-05,0.0001058340454780183
diff_duel_win_rate,-8.64131362785514e-05,0.0001058340454780183
away_duels_neutral,-8.64131362785514e-05,0.0001058340454780183
away_free_kicks,-8.64131362785514e-05,0.0001058340454780183
home_yellow_cards_total,-8.64131362785514e-05,0.0001058340454780183
home_event_save_attempt,-0.00012126398924015014,0.001460329354437612
away_xg_per_shot,-0.0001296197044178271,0.0001058340454780183
home_subevent_air_duel,-0.0001296197044178271,0.0001058340454780183
diff_save_attempts,-0.0001296197044178271,0.0001058340454780183
diff_tag_yellow_card,-0.0001296197044178271,0.0001058340454780183
home_pass_share,-0.0001296197044178271,0.0001058340454780183
diff_squad_prior_playerank_mean,-0.0001296197044178271,0.0001058340454780183
home_starting_prior_playerank_max,-0.0001296197044178271,0.0001058340454780183
home_subevent_hand_foul,-0.0001296197044178271,0.0001058340454780183
away_tag_left_foot,-0.0001728262725571028,8.64131362785514e-05
diff_subevent_cross,-0.0001728262725571028,8.64131362785514e-05
diff_avg_height,-0.0001728262725571028,8.64131362785514e-05
away_pass_share,-0.0001728262725571028,8.64131362785514e-05
away_tag_high,-0.0001728262725571028,8.64131362785514e-05
away_tag_yellow_card,-0.00021001527792132712,0.0024780428564630834
away_penalties,-0.00021603284069637851,0.0
home_mean_end_x,-0.00021603284069637851,0.0
diff_free_kick_shots,-0.00021603284069637851,0.0
home_recent_points_per_match,-0.00021603284069637851,0.0
diff_subevent_late_card_foul,-0.00021603284069637851,0.0
away_subevent_corner,-0.00021603284069637851,0.0
away_penalty_area_events,-0.00021603284069637851,0.0
home_subevent_goal_kick,-0.00021603284069637851,0.0
diff_subevent_ground_defending_duel,-0.0002186811384880416,0.00043736227697608324
away_starting_prior_playerank_max,-0.0002209219359407655,0.0020582908967564863
away_progressive_passes,-0.0002209219359407655,0.0020582908967564863
away_subevent_air_duel,-0.0002224140599702995,0.00020038546953387998
away_cross_accuracy,-0.0003073350722193169,0.0020517263818887062
home_prior_goals_for_per_match,-0.00041773840334526915,0.0008354768066905383
away_mean_end_x,-0.00041773840334526915,0.0008354768066905383
ref_prior_yellow_cards_per_match,-0.000518164554256062,0.0023677802092186757
home_goal_conversion_event_team,-0.0006430312904872837,0.0030905084434885684
home_xg_proxy,-0.0006579197038209195,0.002091404078588598
home_goal_events_for,-0.0006582842129168487,0.002080923885147927
away_goal_events_for,-0.0006601849356048905,0.002578402264925724
away_duel_loss_rate,-0.000700638861367553,0.0021035729555711506
away_progressive_events,-0.0007557013621647402,0.0015114027243294803
away_accurate_crosses,-0.0007557013621647402,0.0015114027243294803
home_tag_opportunity,-0.0007557013621647402,0.0015114027243294803
diff_subevent_corner,-0.0007557013621647402,0.0015114027243294803
away_blocked_shots,-0.0007557013621647402,0.0015114027243294803
diff_progressive_passes,-0.0007557013621647402,0.0015114027243294803
home_penalty_area_events,-0.0007557013621647402,0.0015114027243294803
diff_subevent_goal_kick,-0.0008421144984432916,0.0014713714659132008
diff_tag_key_pass,-0.0008558226178395634,0.002348284571307511
diff_starting_prior_playerank_mean,-0.0008769653514048903,0.002057576558683085
home_squad_prior_playerank_mean,-0.0008808248756846826,0.0010811659497233295
