target,current_goal_diff,home_event_share,diff_xg_proxy,diff_shots,diff_shots_on_target_or_post,diff_pass_accuracy,diff_final_third_entries,diff_box_entries,diff_duel_win_rate,diff_red_cards_total
away_win,0.0016891891891891893,0.4888783542703883,-1.0489423679286984,-0.8344594594594594,-1.4087837837837838,-0.01777234171156027,-39.67736486486486,1.4695945945945945,-0.005709866939540756,0.04054054054054054
draw,0.0041928721174004195,0.5013714432198312,0.5390927962140358,1.4633123689727463,0.2851153039832285,0.005485193142847218,-30.59119496855346,6.387840670859539,0.01291082231605275,0.010482180293501049
home_win,-0.0011467889908256881,0.5163989369673464,2.3779386966643634,4.170871559633028,2.354357798165138,0.022677718992242444,-9.410550458715596,12.9598623853211,0.03170891628402932,-0.047018348623853214
